epoch,step,train_acc,train_loss,val_acc,val_loss
0,15,,,0.15000000596046448,2.298240900039673
0,15,0.07000000029802322,2.3136837482452393,,
1,31,,,0.24166665971279144,2.2833032608032227
1,31,0.13199999928474426,2.291200876235962,,
2,47,,,0.25833332538604736,2.270038604736328
2,47,0.16599999368190765,2.268526315689087,,
3,63,,,0.18333333730697632,2.267582654953003
3,63,0.1720000058412552,2.2542593479156494,,
4,79,,,0.17499999701976776,2.2520835399627686
4,79,0.164000004529953,2.2374258041381836,,
5,95,,,0.19166666269302368,2.254729986190796
5,95,0.15399999916553497,2.216231107711792,,
6,111,,,0.21666666865348816,2.2731223106384277
6,111,0.1679999977350235,2.183196783065796,,
7,127,,,0.2083333283662796,2.2729220390319824
7,127,0.21799999475479126,2.1418230533599854,,
8,143,,,0.1666666716337204,2.2406766414642334
8,143,0.20999999344348907,2.1299374103546143,,
9,159,,,0.1666666716337204,2.2452902793884277
9,159,0.2240000069141388,2.0956132411956787,,
10,175,,,0.15000000596046448,2.2644665241241455
10,175,0.24400000274181366,2.0709116458892822,,
11,191,,,0.18333333730697632,2.2586722373962402
11,191,0.2759999930858612,2.0259807109832764,,
12,207,,,0.21666666865348816,2.271071434020996
12,207,0.25200000405311584,2.034492015838623,,
13,223,,,0.18333333730697632,2.277480125427246
13,223,0.2800000011920929,1.9929900169372559,,
14,239,,,0.15000000596046448,2.2837846279144287
14,239,0.2840000092983246,2.0010461807250977,,
15,255,,,0.15000000596046448,2.2753074169158936
15,255,0.2759999930858612,1.949337124824524,,
16,271,,,0.15833333134651184,2.2673776149749756
16,271,0.3240000009536743,1.9233251810073853,,
17,287,,,0.1666666716337204,2.267782688140869
17,287,0.3160000145435333,1.9281299114227295,,
18,303,,,0.18333333730697632,2.2713282108306885
18,303,0.2919999957084656,1.9324449300765991,,
19,319,,,0.15000000596046448,2.2726123332977295
19,319,0.30000001192092896,1.9344671964645386,,
20,335,,,0.17499999701976776,2.270625591278076
20,335,0.30399999022483826,1.9477897882461548,,
21,351,,,0.17499999701976776,2.270700216293335
21,351,0.2879999876022339,1.9011309146881104,,
22,367,,,0.17499999701976776,2.2711446285247803
22,367,0.3179999887943268,1.9230692386627197,,
23,383,,,0.17499999701976776,2.27154803276062
23,383,0.335999995470047,1.8950982093811035,,
