epoch,step,train_acc,train_loss,val_acc,val_loss
0,15,,,0.15000000596046448,2.281754493713379
0,15,0.23999999463558197,2.258260726928711,,
1,31,,,0.15000000596046448,2.2616052627563477
1,31,0.3400000035762787,2.1744134426116943,,
2,47,,,0.25,2.241654872894287
2,47,0.3799999952316284,2.138622283935547,,
3,63,,,0.2083333283662796,2.2296788692474365
3,63,0.41200000047683716,2.0939629077911377,,
4,79,,,0.2666666805744171,2.226914882659912
4,79,0.4580000042915344,2.0622565746307373,,
5,95,,,0.28333333134651184,2.2103726863861084
5,95,0.4779999852180481,2.0395424365997314,,
6,111,,,0.3166666626930237,2.19857120513916
6,111,0.492000013589859,2.0085384845733643,,
7,127,,,0.28333333134651184,2.1872246265411377
7,127,0.5400000214576721,1.9815846681594849,,
8,143,,,0.2750000059604645,2.174555540084839
8,143,0.5519999861717224,1.9629631042480469,,
9,159,,,0.3166666626930237,2.1707825660705566
9,159,0.5419999957084656,1.9548463821411133,,
10,175,,,0.34166666865348816,2.1475212574005127
10,175,0.5899999737739563,1.9237570762634277,,
11,191,,,0.3166666626930237,2.1490540504455566
11,191,0.5920000076293945,1.9143123626708984,,
12,207,,,0.30000001192092896,2.127375364303589
12,207,0.6019999980926514,1.8972821235656738,,
13,223,,,0.30000001192092896,2.147627353668213
13,223,0.6439999938011169,1.8785889148712158,,
14,239,,,0.3333333432674408,2.124467134475708
14,239,0.656000018119812,1.859773874282837,,
15,255,,,0.3333333432674408,2.1220908164978027
15,255,0.6359999775886536,1.8510351181030273,,
16,271,,,0.3083333373069763,2.1317138671875
16,271,0.6859999895095825,1.8468385934829712,,
17,287,,,0.3333333432674408,2.1358845233917236
17,287,0.6439999938011169,1.838602900505066,,
18,303,,,0.3333333432674408,2.1101033687591553
18,303,0.7020000219345093,1.8032265901565552,,
19,319,,,0.32499998807907104,2.0900423526763916
19,319,0.6880000233650208,1.7961673736572266,,
20,335,,,0.3499999940395355,2.109576940536499
20,335,0.6980000138282776,1.7917132377624512,,
21,351,,,0.3333333432674408,2.090189218521118
21,351,0.7020000219345093,1.7762701511383057,,
22,367,,,0.2916666567325592,2.0882837772369385
22,367,0.6919999718666077,1.7662912607192993,,
23,383,,,0.3499999940395355,2.0899457931518555
