epoch,step,train_acc,train_loss,val_acc,val_loss
0,15,,,0.10000000149011612,2.337238073348999
0,15,0.21199999749660492,2.1495747566223145,,
1,31,,,0.11666666716337204,2.3532230854034424
1,31,0.33799999952316284,1.96937894821167,,
2,47,,,0.15833333134651184,2.2501564025878906
2,47,0.35199999809265137,1.885585904121399,,
3,63,,,0.24166665971279144,2.2922286987304688
3,63,0.42399999499320984,1.8201631307601929,,
4,79,,,0.2083333283662796,2.2571632862091064
4,79,0.4059999883174896,1.7771456241607666,,
5,95,,,0.25,2.2890398502349854
5,95,0.44600000977516174,1.7208608388900757,,
6,111,,,0.2916666567325592,2.297516345977783
6,111,0.44600000977516174,1.6867502927780151,,
7,127,,,0.18333333730697632,2.2932932376861572
7,127,0.4300000071525574,1.6763249635696411,,
8,143,,,0.24166665971279144,2.245990037918091
8,143,0.4580000042915344,1.6281116008758545,,
9,159,,,0.2916666567325592,2.342862367630005
9,159,0.4819999933242798,1.585219144821167,,
10,175,,,0.2750000059604645,2.2683088779449463
10,175,0.48399999737739563,1.572510838508606,,
11,191,,,0.14166666567325592,2.4833171367645264
11,191,0.5360000133514404,1.5093531608581543,,
12,207,,,0.2916666567325592,2.298858404159546
12,207,0.49799999594688416,1.5046294927597046,,
13,223,,,0.25,2.3431880474090576
13,223,0.5400000214576721,1.4608664512634277,,
14,239,,,0.25833332538604736,2.2823755741119385
14,239,0.5559999942779541,1.4750357866287231,,
15,255,,,0.25,2.177277088165283
15,255,0.5860000252723694,1.4041582345962524,,
16,271,,,0.2666666805744171,2.1740362644195557
16,271,0.5540000200271606,1.3845179080963135,,
17,287,,,0.25833332538604736,2.165377616882324
17,287,0.5799999833106995,1.393843173980713,,
18,303,,,0.2750000059604645,2.1633386611938477
18,303,0.5799999833106995,1.3823131322860718,,
19,319,,,0.28333333134651184,2.160452365875244
19,319,0.5440000295639038,1.3940117359161377,,
20,335,,,0.2916666567325592,2.158569812774658
20,335,0.6079999804496765,1.3462682962417603,,
21,351,,,0.2916666567325592,2.162022829055786
21,351,0.5839999914169312,1.3495053052902222,,
22,367,,,0.28333333134651184,2.165473461151123
22,367,0.5559999942779541,1.3574542999267578,,
23,383,,,0.30000001192092896,2.180145025253296
23,383,0.5960000157356262,1.3406550884246826,,
24,399,,,0.30000001192092896,2.1691243648529053
24,399,0.6060000061988831,1.3441181182861328,,
25,415,,,0.30000001192092896,2.1505894660949707
25,415,0.5740000009536743,1.3610987663269043,,
26,431,,,0.28333333134651184,2.1574079990386963
26,431,0.6119999885559082,1.3440351486206055,,
27,447,,,0.2750000059604645,2.160123109817505
27,447,0.593999981880188,1.2981460094451904,,
28,463,,,0.2750000059604645,2.1697113513946533
28,463,0.5839999914169312,1.3261892795562744,,
29,479,,,0.2666666805744171,2.1589388847351074
29,479,0.5659999847412109,1.3503445386886597,,
30,495,,,0.2750000059604645,2.1713271141052246
30,495,0.5860000252723694,1.3430217504501343,,
31,511,,,0.28333333134651184,2.1672542095184326
31,511,0.6100000143051147,1.3302042484283447,,
32,527,,,0.28333333134651184,2.171828508377075
32,527,0.621999979019165,1.3133623600006104,,
33,543,,,0.28333333134651184,2.169559955596924
33,543,0.6100000143051147,1.3347690105438232,,
34,559,,,0.28333333134651184,2.1670353412628174
34,559,0.621999979019165,1.3100348711013794,,
35,575,,,0.28333333134651184,2.168102502822876
35,575,0.5759999752044678,1.3268183469772339,,
36,591,,,0.28333333134651184,2.165792942047119
36,591,0.5799999833106995,1.3201261758804321,,
37,607,,,0.28333333134651184,2.165398359298706
37,607,0.621999979019165,1.3044816255569458,,
38,623,,,0.2666666805744171,2.155031681060791
38,623,0.5920000076293945,1.3174991607666016,,
39,639,,,0.28333333134651184,2.165555238723755
39,639,0.6000000238418579,1.336773157119751,,
40,655,,,0.2916666567325592,2.167285680770874
40,655,0.593999981880188,1.3498159646987915,,
