epoch,step,train_acc,train_loss,val_acc,val_loss
0,15,,,0.10000000149011612,2.303511381149292
0,15,0.10999999940395355,2.3057405948638916,,
1,31,,,0.10000000149011612,2.302844285964966
1,31,0.11400000005960464,2.3046815395355225,,
2,47,,,0.10000000149011612,2.3026301860809326
2,47,0.09799999743700027,2.302905321121216,,
3,63,,,0.10000000149011612,2.302628993988037
3,63,0.09200000017881393,2.3047893047332764,,
4,79,,,0.10000000149011612,2.302572011947632
4,79,0.08799999952316284,2.3030405044555664,,
5,95,,,0.10000000149011612,2.3025457859039307
5,95,0.10000000149011612,2.303864002227783,,
6,111,,,0.10000000149011612,2.3023617267608643
6,111,0.1120000034570694,2.302907943725586,,
7,127,,,0.10000000149011612,2.302088737487793
7,127,0.1080000028014183,2.3041927814483643,,
8,143,,,0.10000000149011612,2.3014931678771973
8,143,0.10999999940395355,2.304872751235962,,
9,159,,,0.10000000149011612,2.300795316696167
9,159,0.10400000214576721,2.302579879760742,,
10,175,,,0.10833333432674408,2.299724817276001
10,175,0.10599999874830246,2.304267644882202,,
11,191,,,0.13333334028720856,2.2979767322540283
11,191,0.1080000028014183,2.3005483150482178,,
12,207,,,0.15000000596046448,2.2942306995391846
12,207,0.14000000059604645,2.2973074913024902,,
13,223,,,0.15000000596046448,2.2893407344818115
13,223,0.12800000607967377,2.2940943241119385,,
14,239,,,0.15833333134651184,2.2798311710357666
14,239,0.1420000046491623,2.2833147048950195,,
15,255,,,0.13333334028720856,2.2716140747070312
15,255,0.12800000607967377,2.280294179916382,,
16,271,,,0.125,2.266174793243408
16,271,0.11599999666213989,2.257206439971924,,
17,287,,,0.18333333730697632,2.265500783920288
17,287,0.12999999523162842,2.247307300567627,,
18,303,,,0.15000000596046448,2.2631759643554688
18,303,0.1120000034570694,2.2451374530792236,,
19,319,,,0.2083333283662796,2.2838711738586426
19,319,0.1420000046491623,2.235478401184082,,
20,335,,,0.17499999701976776,2.2598490715026855
20,335,0.14800000190734863,2.247481346130371,,
21,351,,,0.18333333730697632,2.2564990520477295
21,351,0.17800000309944153,2.219282388687134,,
22,367,,,0.20000000298023224,2.25
22,367,0.15800000727176666,2.221595048904419,,
23,383,,,0.17499999701976776,2.254716634750366
23,383,0.20600000023841858,2.1952438354492188,,
24,399,,,0.19166666269302368,2.25561261177063
24,399,0.17800000309944153,2.1885616779327393,,
25,415,,,0.17499999701976776,2.264021635055542
25,415,0.19599999487400055,2.1682536602020264,,
26,431,,,0.20000000298023224,2.2588109970092773
26,431,0.20000000298023224,2.1788346767425537,,
27,447,,,0.18333333730697632,2.267338752746582
27,447,0.1899999976158142,2.1608211994171143,,
28,463,,,0.15000000596046448,2.2751963138580322
28,463,0.19200000166893005,2.1598803997039795,,
29,479,,,0.15833333134651184,2.272845506668091
29,479,0.2199999988079071,2.1264359951019287,,
30,495,,,0.15000000596046448,2.271724224090576
30,495,0.21400000154972076,2.1354072093963623,,
31,511,,,0.15000000596046448,2.2730560302734375
31,511,0.23999999463558197,2.115288496017456,,
32,527,,,0.15000000596046448,2.2730185985565186
32,527,0.23600000143051147,2.135352373123169,,
33,543,,,0.15000000596046448,2.2702443599700928
33,543,0.19599999487400055,2.128445863723755,,
34,559,,,0.15000000596046448,2.2690048217773438
34,559,0.20600000023841858,2.1266674995422363,,
35,575,,,0.15000000596046448,2.2693333625793457
35,575,0.1979999989271164,2.1166324615478516,,
36,591,,,0.15000000596046448,2.269404411315918
36,591,0.20999999344348907,2.1160624027252197,,
37,607,,,0.15000000596046448,2.26949405670166
37,607,0.2160000056028366,2.128148078918457,,
