epoch,step,train_acc,train_loss,val_acc,val_loss
0,15,,,0.05000000074505806,2.4141156673431396
0,15,0.14000000059604645,2.3400368690490723,,
1,31,,,0.15000000596046448,2.4145569801330566
1,31,0.22200000286102295,2.175292491912842,,
2,47,,,0.11666666716337204,2.265528917312622
2,47,0.23800000548362732,2.078164577484131,,
3,63,,,0.15833333134651184,2.227027654647827
3,63,0.24799999594688416,2.0487236976623535,,
4,79,,,0.22499999403953552,2.163306713104248
4,79,0.257999986410141,2.0206847190856934,,
5,95,,,0.2083333283662796,2.155190944671631
5,95,0.30399999022483826,1.9161101579666138,,
6,111,,,0.15833333134651184,2.159045934677124
6,111,0.3059999942779541,1.9132992029190063,,
7,127,,,0.23333333432674408,2.139678478240967
7,127,0.3319999873638153,1.8805055618286133,,
8,143,,,0.21666666865348816,2.1408746242523193
8,143,0.3179999887943268,1.864942193031311,,
9,159,,,0.23333333432674408,2.1396026611328125
9,159,0.33799999952316284,1.8328818082809448,,
10,175,,,0.22499999403953552,2.15516996383667
10,175,0.3700000047683716,1.8435133695602417,,
11,191,,,0.18333333730697632,2.146682024002075
11,191,0.36000001430511475,1.773221492767334,,
12,207,,,0.21666666865348816,2.165609121322632
12,207,0.36399999260902405,1.7823783159255981,,
13,223,,,0.24166665971279144,2.15950608253479
13,223,0.35600000619888306,1.770186185836792,,
14,239,,,0.23333333432674408,2.1431126594543457
14,239,0.39399999380111694,1.7342382669448853,,
15,255,,,0.22499999403953552,2.142596483230591
15,255,0.414000004529953,1.7164438962936401,,
16,271,,,0.21666666865348816,2.1427035331726074
16,271,0.414000004529953,1.6836931705474854,,
17,287,,,0.24166665971279144,2.131451368331909
17,287,0.3499999940395355,1.723846197128296,,
18,303,,,0.2083333283662796,2.1380603313446045
18,303,0.4180000126361847,1.6871198415756226,,
19,319,,,0.2083333283662796,2.1355180740356445
19,319,0.40400001406669617,1.6998158693313599,,
20,335,,,0.22499999403953552,2.1349692344665527
20,335,0.41600000858306885,1.6935999393463135,,
21,351,,,0.23333333432674408,2.1278984546661377
21,351,0.41200000047683716,1.7033379077911377,,
22,367,,,0.23333333432674408,2.1253373622894287
22,367,0.421999990940094,1.6891733407974243,,
23,383,,,0.22499999403953552,2.132817029953003
23,383,0.421999990940094,1.6510123014450073,,
24,399,,,0.23333333432674408,2.131772041320801
24,399,0.4399999976158142,1.6564089059829712,,
25,415,,,0.25,2.1298234462738037
25,415,0.4180000126361847,1.6888847351074219,,
26,431,,,0.22499999403953552,2.1254754066467285
26,431,0.4399999976158142,1.6426504850387573,,
27,447,,,0.24166665971279144,2.123065233230591
27,447,0.39800000190734863,1.634273648262024,,
28,463,,,0.23333333432674408,2.1264545917510986
28,463,0.43799999356269836,1.6512926816940308,,
29,479,,,0.25,2.13399600982666
29,479,0.42399999499320984,1.7058137655258179,,
30,495,,,0.25,2.1267004013061523
30,495,0.421999990940094,1.660962700843811,,
31,511,,,0.23333333432674408,2.129817008972168
31,511,0.42800000309944153,1.6128774881362915,,
32,527,,,0.24166665971279144,2.1281399726867676
32,527,0.421999990940094,1.6040433645248413,,
33,543,,,0.24166665971279144,2.126150608062744
33,543,0.43799999356269836,1.6166702508926392,,
34,559,,,0.25,2.1236026287078857
34,559,0.4359999895095825,1.6284980773925781,,
35,575,,,0.25,2.126065731048584
35,575,0.4399999976158142,1.6149893999099731,,
36,591,,,0.23333333432674408,2.1241636276245117
36,591,0.41600000858306885,1.6603039503097534,,
37,607,,,0.24166665971279144,2.123643159866333
37,607,0.4259999990463257,1.6631674766540527,,
38,623,,,0.24166665971279144,2.1271450519561768
38,623,0.4359999895095825,1.6177958250045776,,
39,639,,,0.25,2.1222922801971436
39,639,0.43799999356269836,1.618096947669983,,
40,655,,,0.24166665971279144,2.1265738010406494
40,655,0.4259999990463257,1.6123864650726318,,
41,671,,,0.22499999403953552,2.12492299079895
41,671,0.40799999237060547,1.6814343929290771,,
42,687,,,0.25,2.1256489753723145
42,687,0.40400001406669617,1.6461055278778076,,
43,703,,,0.23333333432674408,2.128267526626587
43,703,0.4339999854564667,1.6166372299194336,,
44,719,,,0.23333333432674408,2.12753963470459
44,719,0.4399999976158142,1.6359984874725342,,
45,735,,,0.2666666805744171,2.12414813041687
45,735,0.421999990940094,1.6113919019699097,,
46,751,,,0.23333333432674408,2.1272711753845215
46,751,0.42399999499320984,1.6116182804107666,,
47,767,,,0.24166665971279144,2.1278111934661865
47,767,0.44999998807907104,1.5950359106063843,,
48,783,,,0.25,2.1284124851226807
48,783,0.44600000977516174,1.6297866106033325,,
49,799,,,0.24166665971279144,2.1251494884490967
49,799,0.4399999976158142,1.6263396739959717,,
50,815,,,0.23333333432674408,2.128751277923584
50,815,0.4059999883174896,1.6362472772598267,,
51,831,,,0.23333333432674408,2.1264631748199463
51,831,0.4320000112056732,1.6510926485061646,,
52,847,,,0.23333333432674408,2.1270718574523926
52,847,0.42399999499320984,1.649186134338379,,
53,863,,,0.25,2.1242828369140625
53,863,0.4620000123977661,1.6103816032409668,,
54,879,,,0.23333333432674408,2.126708984375
54,879,0.4339999854564667,1.6268937587738037,,
